instant,dateday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category
6958,2011-10-22,Winter,2011,Oct,12,0,Saturday,Clear,0.46,0.4545,55.00000000000001,0.0896,132,211,343,Ideal
6959,2011-10-22,Winter,2011,Oct,13,0,Saturday,Clear,0.5,0.4848,45.0,0.0,136,186,322,Ideal
6960,2011-10-22,Winter,2011,Oct,14,0,Saturday,Misty,0.48,0.4697,48.0,0.2239,133,177,310,Ideal
6961,2011-10-22,Winter,2011,Oct,15,0,Saturday,Clear,0.48,0.4697,51.0,0.2239,159,223,382,Ideal
6962,2011-10-22,Winter,2011,Oct,16,0,Saturday,Clear,0.5,0.4848,45.0,0.194,169,190,359,Ideal
6963,2011-10-22,Winter,2011,Oct,17,0,Saturday,Clear,0.46,0.4545,55.00000000000001,0.1343,143,217,360,Ideal
6964,2011-10-22,Winter,2011,Oct,18,0,Saturday,Clear,0.44,0.4394,54.0,0.0896,111,224,335,Ideal
6965,2011-10-22,Winter,2011,Oct,19,0,Saturday,Clear,0.44,0.4394,67.0,0.0,47,173,220,Terlalu Lembab
6966,2011-10-22,Winter,2011,Oct,20,0,Saturday,Clear,0.42,0.4242,67.0,0.0,48,111,159,Terlalu Lembab
6967,2011-10-22,Winter,2011,Oct,21,0,Saturday,Clear,0.4,0.4091,76.0,0.0,37,120,157,Terlalu Lembab
6968,2011-10-22,Winter,2011,Oct,22,0,Saturday,Clear,0.4,0.4091,76.0,0.0,30,114,144,Terlalu Lembab
6969,2011-10-22,Winter,2011,Oct,23,0,Saturday,Clear,0.38,0.3939,82.0,0.0,27,81,108,Terlalu Lembab
6970,2011-10-23,Winter,2011,Oct,0,0,Sunday,Clear,0.36,0.3788,87.0,0.0,24,64,88,Terlalu Lembab
6971,2011-10-23,Winter,2011,Oct,1,0,Sunday,Clear,0.36,0.3788,87.0,0.0,11,60,71,Terlalu Lembab
6972,2011-10-23,Winter,2011,Oct,2,0,Sunday,Clear,0.34,0.3485,87.0,0.0896,10,40,50,Terlalu Lembab
6973,2011-10-23,Winter,2011,Oct,3,0,Sunday,Clear,0.34,0.3636,87.0,0.0,15,31,46,Terlalu Lembab
6974,2011-10-23,Winter,2011,Oct,4,0,Sunday,Clear,0.34,0.3636,87.0,0.0,5,1,6,Terlalu Lembab
6975,2011-10-23,Winter,2011,Oct,5,0,Sunday,Clear,0.32,0.3485,87.0,0.0,1,2,3,Terlalu Lembab
6976,2011-10-23,Winter,2011,Oct,6,0,Sunday,Clear,0.32,0.3333,87.0,0.1045,0,12,12,Terlalu Lembab
6977,2011-10-23,Winter,2011,Oct,7,0,Sunday,Clear,0.34,0.3485,87.0,0.0896,3,18,21,Terlalu Lembab
6978,2011-10-23,Winter,2011,Oct,8,0,Sunday,Clear,0.36,0.3485,87.0,0.1343,32,56,88,Terlalu Lembab
6979,2011-10-23,Winter,2011,Oct,9,0,Sunday,Clear,0.4,0.4091,76.0,0.0,48,95,143,Terlalu Lembab
6980,2011-10-23,Winter,2011,Oct,10,0,Sunday,Clear,0.42,0.4242,71.0,0.0896,104,185,289,Terlalu Lembab
6981,2011-10-23,Winter,2011,Oct,11,0,Sunday,Clear,0.46,0.4545,72.0,0.1642,131,202,333,Terlalu Lembab
6982,2011-10-23,Winter,2011,Oct,12,0,Sunday,Clear,0.5,0.4848,59.0,0.2537,164,249,413,Ideal
6983,2011-10-23,Winter,2011,Oct,13,0,Sunday,Clear,0.52,0.5,55.00000000000001,0.194,160,255,415,Ideal
6984,2011-10-23,Winter,2011,Oct,14,0,Sunday,Clear,0.52,0.5,55.00000000000001,0.2239,192,216,408,Ideal
6985,2011-10-23,Winter,2011,Oct,15,0,Sunday,Clear,0.52,0.5,52.0,0.1642,171,216,387,Ideal
6986,2011-10-23,Winter,2011,Oct,16,0,Sunday,Clear,0.52,0.5,55.00000000000001,0.194,188,217,405,Ideal
6987,2011-10-23,Winter,2011,Oct,17,0,Sunday,Clear,0.5,0.4848,63.0,0.1343,120,220,340,Ideal
6988,2011-10-23,Winter,2011,Oct,18,0,Sunday,Clear,0.5,0.4848,63.0,0.1045,88,196,284,Ideal
6989,2011-10-23,Winter,2011,Oct,19,0,Sunday,Clear,0.46,0.4545,77.0,0.0,53,140,193,Terlalu Lembab
6990,2011-10-23,Winter,2011,Oct,20,0,Sunday,Clear,0.44,0.4394,72.0,0.0896,32,112,144,Terlalu Lembab
6991,2011-10-23,Winter,2011,Oct,21,0,Sunday,Clear,0.44,0.4394,72.0,0.0896,24,75,99,Terlalu Lembab
6992,2011-10-23,Winter,2011,Oct,22,0,Sunday,Clear,0.42,0.4242,77.0,0.1045,25,69,94,Terlalu Lembab
6993,2011-10-23,Winter,2011,Oct,23,0,Sunday,Clear,0.42,0.4242,77.0,0.1642,18,31,49,Terlalu Lembab
6994,2011-10-24,Winter,2011,Oct,0,0,Monday,Clear,0.42,0.4242,77.0,0.0,6,26,32,Terlalu Lembab
6995,2011-10-24,Winter,2011,Oct,1,0,Monday,Clear,0.4,0.4091,82.0,0.1343,7,8,15,Terlalu Lembab
6996,2011-10-24,Winter,2011,Oct,2,0,Monday,Clear,0.4,0.4091,87.0,0.1045,1,6,7,Terlalu Lembab
6997,2011-10-24,Winter,2011,Oct,3,0,Monday,Clear,0.4,0.4091,82.0,0.0896,1,3,4,Terlalu Lembab
6998,2011-10-24,Winter,2011,Oct,4,0,Monday,Clear,0.4,0.4091,82.0,0.0,1,5,6,Terlalu Lembab
6999,2011-10-24,Winter,2011,Oct,5,0,Monday,Clear,0.38,0.3939,87.0,0.0,2,19,21,Terlalu Lembab
7000,2011-10-24,Winter,2011,Oct,6,0,Monday,Clear,0.4,0.4091,87.0,0.1045,3,83,86,Terlalu Lembab
7001,2011-10-24,Winter,2011,Oct,7,0,Monday,Misty,0.38,0.3939,94.0,0.1045,11,274,285,Terlalu Lembab
7002,2011-10-24,Winter,2011,Oct,8,0,Monday,Misty,0.42,0.4242,88.0,0.1642,20,378,398,Terlalu Lembab
7003,2011-10-24,Winter,2011,Oct,9,0,Monday,Misty,0.44,0.4394,82.0,0.1642,29,166,195,Terlalu Lembab
7004,2011-10-24,Winter,2011,Oct,10,0,Monday,Misty,0.46,0.4545,82.0,0.2537,47,82,129,Terlalu Lembab
7005,2011-10-24,Winter,2011,Oct,11,0,Monday,Misty,0.5,0.4848,72.0,0.1642,59,109,168,Terlalu Lembab
7006,2011-10-24,Winter,2011,Oct,12,0,Monday,Misty,0.52,0.5,68.0,0.1045,64,156,220,Terlalu Lembab
7007,2011-10-24,Winter,2011,Oct,13,0,Monday,Misty,0.54,0.5152,64.0,0.2239,60,138,198,Ideal
7008,2011-10-24,Winter,2011,Oct,14,0,Monday,Misty,0.54,0.5152,64.0,0.194,63,143,206,Ideal
7009,2011-10-24,Winter,2011,Oct,15,0,Monday,Clear,0.56,0.5303,60.0,0.1642,52,125,177,Ideal
7010,2011-10-24,Winter,2011,Oct,16,0,Monday,Clear,0.54,0.5152,64.0,0.194,68,242,310,Ideal
7011,2011-10-24,Winter,2011,Oct,17,0,Monday,Clear,0.52,0.5,68.0,0.1343,87,527,614,Terlalu Lembab
7012,2011-10-24,Winter,2011,Oct,18,0,Monday,Clear,0.54,0.5152,60.0,0.0896,58,428,486,Ideal
7013,2011-10-24,Winter,2011,Oct,19,0,Monday,Light_rainsnow,0.48,0.4697,82.0,0.0,25,212,237,Terlalu Lembab
7014,2011-10-24,Winter,2011,Oct,20,0,Monday,Clear,0.48,0.4697,82.0,0.1045,11,118,129,Terlalu Lembab
7015,2011-10-24,Winter,2011,Oct,21,0,Monday,Clear,0.46,0.4545,87.0,0.1045,12,114,126,Terlalu Lembab
7016,2011-10-24,Winter,2011,Oct,22,0,Monday,Clear,0.48,0.4697,75.0,0.1642,3,76,79,Terlalu Lembab
7017,2011-10-24,Winter,2011,Oct,23,0,Monday,Clear,0.46,0.4545,77.0,0.0896,9,50,59,Terlalu Lembab
7018,2011-10-25,Winter,2011,Oct,0,0,Tuesday,Clear,0.44,0.4394,77.0,0.1343,4,26,30,Terlalu Lembab
7019,2011-10-25,Winter,2011,Oct,1,0,Tuesday,Clear,0.44,0.4394,77.0,0.1343,5,6,11,Terlalu Lembab
7020,2011-10-25,Winter,2011,Oct,2,0,Tuesday,Clear,0.42,0.4242,82.0,0.1343,2,3,5,Terlalu Lembab
7021,2011-10-25,Winter,2011,Oct,3,0,Tuesday,Clear,0.4,0.4091,87.0,0.0,1,3,4,Terlalu Lembab
7022,2011-10-25,Winter,2011,Oct,4,0,Tuesday,Clear,0.38,0.3939,87.0,0.1343,0,5,5,Terlalu Lembab
7023,2011-10-25,Winter,2011,Oct,5,0,Tuesday,Clear,0.38,0.3939,87.0,0.1343,0,24,24,Terlalu Lembab
7024,2011-10-25,Winter,2011,Oct,6,0,Tuesday,Clear,0.38,0.3939,82.0,0.1045,3,95,98,Terlalu Lembab
7025,2011-10-25,Winter,2011,Oct,7,0,Tuesday,Clear,0.4,0.4091,76.0,0.194,15,299,314,Terlalu Lembab
7026,2011-10-25,Winter,2011,Oct,8,0,Tuesday,Clear,0.44,0.4394,72.0,0.0,25,383,408,Terlalu Lembab
7027,2011-10-25,Winter,2011,Oct,9,0,Tuesday,Clear,0.48,0.4697,55.00000000000001,0.2239,29,194,223,Ideal
7028,2011-10-25,Winter,2011,Oct,10,0,Tuesday,Clear,0.5,0.4848,51.0,0.2537,26,102,128,Ideal
7029,2011-10-25,Winter,2011,Oct,11,0,Tuesday,Clear,0.52,0.5,48.0,0.2836,46,120,166,Ideal
7030,2011-10-25,Winter,2011,Oct,12,0,Tuesday,Clear,0.54,0.5152,39.0,0.3582,35,165,200,Terlalu kering
7031,2011-10-25,Winter,2011,Oct,13,0,Tuesday,Clear,0.56,0.5303,37.0,0.3881,37,161,198,Terlalu kering
7032,2011-10-25,Winter,2011,Oct,14,0,Tuesday,Clear,0.56,0.5303,40.0,0.2537,66,134,200,Terlalu kering
7033,2011-10-25,Winter,2011,Oct,15,0,Tuesday,Clear,0.56,0.5303,37.0,0.1045,63,171,234,Terlalu kering
7034,2011-10-25,Winter,2011,Oct,16,0,Tuesday,Clear,0.56,0.5303,37.0,0.194,52,233,285,Terlalu kering
7035,2011-10-25,Winter,2011,Oct,17,0,Tuesday,Clear,0.56,0.5303,37.0,0.1045,68,517,585,Terlalu kering
7036,2011-10-25,Winter,2011,Oct,18,0,Tuesday,Clear,0.52,0.5,42.0,0.1045,65,453,518,Terlalu kering
7037,2011-10-25,Winter,2011,Oct,19,0,Tuesday,Clear,0.48,0.4697,67.0,0.194,44,294,338,Terlalu Lembab
7038,2011-10-25,Winter,2011,Oct,20,0,Tuesday,Clear,0.46,0.4545,67.0,0.1045,40,208,248,Terlalu Lembab
7039,2011-10-25,Winter,2011,Oct,21,0,Tuesday,Clear,0.44,0.4394,72.0,0.1343,32,169,201,Terlalu Lembab
7040,2011-10-25,Winter,2011,Oct,22,0,Tuesday,Clear,0.46,0.4545,67.0,0.194,22,148,170,Terlalu Lembab
7041,2011-10-25,Winter,2011,Oct,23,0,Tuesday,Clear,0.44,0.4394,72.0,0.1343,15,79,94,Terlalu Lembab
7042,2011-10-26,Winter,2011,Oct,0,0,Wednesday,Clear,0.44,0.4394,72.0,0.194,4,28,32,Terlalu Lembab
7043,2011-10-26,Winter,2011,Oct,1,0,Wednesday,Clear,0.44,0.4394,67.0,0.2537,3,9,12,Terlalu Lembab
7044,2011-10-26,Winter,2011,Oct,2,0,Wednesday,Clear,0.44,0.4394,67.0,0.1642,2,1,3,Terlalu Lembab
7045,2011-10-26,Winter,2011,Oct,3,0,Wednesday,Clear,0.44,0.4394,67.0,0.2239,0,3,3,Terlalu Lembab
7046,2011-10-26,Winter,2011,Oct,4,0,Wednesday,Clear,0.42,0.4242,71.0,0.2537,0,5,5,Terlalu Lembab
7047,2011-10-26,Winter,2011,Oct,5,0,Wednesday,Clear,0.42,0.4242,71.0,0.2239,0,21,21,Terlalu Lembab
7048,2011-10-26,Winter,2011,Oct,6,0,Wednesday,Clear,0.42,0.4242,71.0,0.2239,0,92,92,Terlalu Lembab
7049,2011-10-26,Winter,2011,Oct,7,0,Wednesday,Clear,0.42,0.4242,71.0,0.1642,15,284,299,Terlalu Lembab
7050,2011-10-26,Winter,2011,Oct,8,0,Wednesday,Misty,0.44,0.4394,67.0,0.194,26,438,464,Terlalu Lembab
7051,2011-10-26,Winter,2011,Oct,9,0,Wednesday,Misty,0.48,0.4697,63.0,0.2239,14,226,240,Ideal
7052,2011-10-26,Winter,2011,Oct,10,0,Wednesday,Misty,0.52,0.5,62.0,0.2537,26,105,131,Ideal
7053,2011-10-26,Winter,2011,Oct,11,0,Wednesday,Clear,0.52,0.5,59.0,0.3284,23,132,155,Ideal
7054,2011-10-26,Winter,2011,Oct,12,0,Wednesday,Light_rainsnow,0.58,0.5455,53.0,0.2239,39,155,194,Ideal
7055,2011-10-26,Winter,2011,Oct,13,0,Wednesday,Light_rainsnow,0.56,0.5303,60.0,0.1045,20,62,82,Ideal
7056,2011-10-26,Winter,2011,Oct,14,0,Wednesday,Misty,0.52,0.5,77.0,0.0,14,52,66,Terlalu Lembab
7057,2011-10-26,Winter,2011,Oct,15,0,Wednesday,Misty,0.52,0.5,77.0,0.0,11,59,70,Terlalu Lembab
7058,2011-10-26,Winter,2011,Oct,16,0,Wednesday,Misty,0.52,0.5,77.0,0.0896,17,196,213,Terlalu Lembab
7059,2011-10-26,Winter,2011,Oct,17,0,Wednesday,Misty,0.52,0.5,77.0,0.1045,40,414,454,Terlalu Lembab
7060,2011-10-26,Winter,2011,Oct,18,0,Wednesday,Clear,0.52,0.5,77.0,0.1642,55,398,453,Terlalu Lembab
7061,2011-10-26,Winter,2011,Oct,19,0,Wednesday,Clear,0.5,0.4848,82.0,0.0,25,306,331,Terlalu Lembab
7062,2011-10-26,Winter,2011,Oct,20,0,Wednesday,Clear,0.5,0.4848,88.0,0.0,27,180,207,Terlalu Lembab
7063,2011-10-26,Winter,2011,Oct,21,0,Wednesday,Misty,0.52,0.5,77.0,0.0,17,140,157,Terlalu Lembab
7064,2011-10-26,Winter,2011,Oct,22,0,Wednesday,Misty,0.48,0.4697,88.0,0.0896,23,112,135,Terlalu Lembab
7065,2011-10-26,Winter,2011,Oct,23,0,Wednesday,Misty,0.48,0.4697,88.0,0.0896,3,72,75,Terlalu Lembab
7066,2011-10-27,Winter,2011,Oct,0,0,Thursday,Clear,0.46,0.4545,94.0,0.0,3,23,26,Terlalu Lembab
7067,2011-10-27,Winter,2011,Oct,1,0,Thursday,Clear,0.46,0.4545,94.0,0.0,2,9,11,Terlalu Lembab
7068,2011-10-27,Winter,2011,Oct,2,0,Thursday,Light_rainsnow,0.46,0.4545,94.0,0.0,3,5,8,Terlalu Lembab
7069,2011-10-27,Winter,2011,Oct,3,0,Thursday,Light_rainsnow,0.46,0.4545,94.0,0.0,1,3,4,Terlalu Lembab
7070,2011-10-27,Winter,2011,Oct,4,0,Thursday,Light_rainsnow,0.48,0.4697,88.0,0.0,1,3,4,Terlalu Lembab
7071,2011-10-27,Winter,2011,Oct,5,0,Thursday,Light_rainsnow,0.48,0.4697,88.0,0.0896,1,14,15,Terlalu Lembab
7072,2011-10-27,Winter,2011,Oct,6,0,Thursday,Light_rainsnow,0.5,0.4848,82.0,0.0,4,42,46,Terlalu Lembab
7073,2011-10-27,Winter,2011,Oct,7,0,Thursday,Misty,0.46,0.4545,94.0,0.0896,9,128,137,Terlalu Lembab
7074,2011-10-27,Winter,2011,Oct,8,0,Thursday,Light_rainsnow,0.48,0.4697,88.0,0.194,12,304,316,Terlalu Lembab
7075,2011-10-27,Winter,2011,Oct,9,0,Thursday,Misty,0.5,0.4848,82.0,0.1642,16,155,171,Terlalu Lembab
7076,2011-10-27,Winter,2011,Oct,10,0,Thursday,Light_rainsnow,0.5,0.4848,88.0,0.194,10,52,62,Terlalu Lembab
7077,2011-10-27,Winter,2011,Oct,11,0,Thursday,Light_rainsnow,0.5,0.4848,88.0,0.1343,8,44,52,Terlalu Lembab
7078,2011-10-27,Winter,2011,Oct,12,0,Thursday,Light_rainsnow,0.5,0.4848,88.0,0.1343,8,45,53,Terlalu Lembab
7079,2011-10-27,Winter,2011,Oct,13,0,Thursday,Misty,0.5,0.4848,88.0,0.1642,10,64,74,Terlalu Lembab
7080,2011-10-27,Winter,2011,Oct,14,0,Thursday,Misty,0.52,0.5,83.0,0.0,16,76,92,Terlalu Lembab
7081,2011-10-27,Winter,2011,Oct,15,0,Thursday,Misty,0.52,0.5,83.0,0.1045,12,95,107,Terlalu Lembab
7082,2011-10-27,Winter,2011,Oct,16,0,Thursday,Misty,0.56,0.5303,73.0,0.1642,14,193,207,Terlalu Lembab
7083,2011-10-27,Winter,2011,Oct,17,0,Thursday,Misty,0.5,0.4848,72.0,0.4627,31,291,322,Terlalu Lembab
7084,2011-10-27,Winter,2011,Oct,18,0,Thursday,Misty,0.48,0.4697,67.0,0.4627,14,226,240,Terlalu Lembab
7085,2011-10-27,Winter,2011,Oct,19,0,Thursday,Misty,0.44,0.4394,67.0,0.4627,19,200,219,Terlalu Lembab
7086,2011-10-27,Winter,2011,Oct,20,0,Thursday,Clear,0.42,0.4242,67.0,0.4925,11,171,182,Terlalu Lembab
7087,2011-10-27,Winter,2011,Oct,21,0,Thursday,Clear,0.4,0.4091,62.0,0.5224,13,119,132,Ideal
7088,2011-10-27,Winter,2011,Oct,22,0,Thursday,Clear,0.36,0.3182,66.0,0.4925,14,97,111,Terlalu Lembab
7089,2011-10-27,Winter,2011,Oct,23,0,Thursday,Clear,0.34,0.303,61.0,0.4179,8,60,68,Ideal
7090,2011-10-28,Winter,2011,Oct,0,0,Friday,Clear,0.34,0.3182,66.0,0.2537,4,40,44,Terlalu Lembab
7091,2011-10-28,Winter,2011,Oct,1,0,Friday,Clear,0.32,0.303,66.0,0.2537,7,9,16,Terlalu Lembab
7092,2011-10-28,Winter,2011,Oct,2,0,Friday,Clear,0.32,0.303,66.0,0.2836,1,3,4,Terlalu Lembab
7093,2011-10-28,Winter,2011,Oct,3,0,Friday,Clear,0.3,0.2879,70.0,0.2836,4,4,8,Terlalu Lembab
7094,2011-10-28,Winter,2011,Oct,4,0,Friday,Clear,0.3,0.2879,65.0,0.2836,5,5,10,Terlalu Lembab
7095,2011-10-28,Winter,2011,Oct,5,0,Friday,Misty,0.3,0.2879,61.0,0.2537,0,25,25,Ideal
7096,2011-10-28,Winter,2011,Oct,6,0,Friday,Clear,0.28,0.2727,65.0,0.2537,1,74,75,Terlalu Lembab
7097,2011-10-28,Winter,2011,Oct,7,0,Friday,Clear,0.28,0.2727,65.0,0.2537,6,199,205,Terlalu Lembab
7098,2011-10-28,Winter,2011,Oct,8,0,Friday,Clear,0.3,0.2879,61.0,0.2836,13,361,374,Ideal
7099,2011-10-28,Winter,2011,Oct,9,0,Friday,Clear,0.32,0.303,56.99999999999999,0.2239,19,210,229,Ideal
7100,2011-10-28,Winter,2011,Oct,10,0,Friday,Clear,0.34,0.3182,56.99999999999999,0.2239,28,102,130,Ideal
7101,2011-10-28,Winter,2011,Oct,11,0,Friday,Clear,0.36,0.3485,50.0,0.2239,40,128,168,Ideal
7102,2011-10-28,Winter,2011,Oct,12,0,Friday,Misty,0.38,0.3939,40.0,0.1642,46,167,213,Terlalu kering
7103,2011-10-28,Winter,2011,Oct,13,0,Friday,Misty,0.38,0.3939,42.0,0.2239,43,185,228,Terlalu kering
7104,2011-10-28,Winter,2011,Oct,14,0,Friday,Misty,0.36,0.3485,46.0,0.194,33,152,185,Ideal
7105,2011-10-28,Winter,2011,Oct,15,0,Friday,Misty,0.36,0.3333,43.0,0.2537,44,171,215,Terlalu kering
7106,2011-10-28,Winter,2011,Oct,16,0,Friday,Misty,0.36,0.3485,46.0,0.1642,46,262,308,Ideal
7107,2011-10-28,Winter,2011,Oct,17,0,Friday,Misty,0.36,0.3485,50.0,0.1343,35,411,446,Ideal
7108,2011-10-28,Winter,2011,Oct,18,0,Friday,Misty,0.36,0.3485,53.0,0.1642,36,332,368,Ideal
7109,2011-10-28,Winter,2011,Oct,19,0,Friday,Misty,0.36,0.3485,50.0,0.1343,16,188,204,Ideal
7110,2011-10-28,Winter,2011,Oct,20,0,Friday,Light_rainsnow,0.34,0.3182,61.0,0.2239,12,131,143,Ideal
7111,2011-10-28,Winter,2011,Oct,21,0,Friday,Light_rainsnow,0.32,0.3182,70.0,0.1642,5,69,74,Terlalu Lembab
7112,2011-10-28,Winter,2011,Oct,22,0,Friday,Light_rainsnow,0.3,0.2879,75.0,0.2836,4,32,36,Terlalu Lembab
7113,2011-10-28,Winter,2011,Oct,23,0,Friday,Light_rainsnow,0.3,0.2727,81.0,0.3284,8,31,39,Terlalu Lembab
7114,2011-10-29,Winter,2011,Oct,0,0,Saturday,Light_rainsnow,0.28,0.2576,87.0,0.2985,0,19,19,Terlalu Lembab
7115,2011-10-29,Winter,2011,Oct,1,0,Saturday,Light_rainsnow,0.3,0.2727,87.0,0.2985,0,18,18,Terlalu Lembab
7116,2011-10-29,Winter,2011,Oct,2,0,Saturday,Light_rainsnow,0.3,0.2727,87.0,0.2985,1,16,17,Terlalu Lembab
7117,2011-10-29,Winter,2011,Oct,3,0,Saturday,Light_rainsnow,0.3,0.2727,81.0,0.4179,0,8,8,Terlalu Lembab
7118,2011-10-29,Winter,2011,Oct,4,0,Saturday,Light_rainsnow,0.3,0.2727,81.0,0.4179,0,1,1,Terlalu Lembab
7119,2011-10-29,Winter,2011,Oct,5,0,Saturday,Light_rainsnow,0.26,0.2273,93.0,0.3582,0,1,1,Terlalu Lembab
7120,2011-10-29,Winter,2011,Oct,6,0,Saturday,Light_rainsnow,0.26,0.2273,87.0,0.3582,4,1,5,Terlalu Lembab
7121,2011-10-29,Winter,2011,Oct,7,0,Saturday,Light_rainsnow,0.26,0.2273,87.0,0.3582,1,6,7,Terlalu Lembab
7122,2011-10-29,Winter,2011,Oct,8,0,Saturday,Light_rainsnow,0.28,0.2576,87.0,0.3582,4,16,20,Terlalu Lembab
7123,2011-10-29,Winter,2011,Oct,9,0,Saturday,Light_rainsnow,0.28,0.2576,87.0,0.3582,1,19,20,Terlalu Lembab
7124,2011-10-29,Winter,2011,Oct,10,0,Saturday,Light_rainsnow,0.26,0.2273,93.0,0.3284,0,12,12,Terlalu Lembab
7125,2011-10-29,Winter,2011,Oct,11,0,Saturday,Light_rainsnow,0.26,0.2273,93.0,0.3881,1,26,27,Terlalu Lembab
7126,2011-10-29,Winter,2011,Oct,12,0,Saturday,Light_rainsnow,0.24,0.197,87.0,0.4925,6,44,50,Terlalu Lembab
7127,2011-10-29,Winter,2011,Oct,13,0,Saturday,Light_rainsnow,0.24,0.197,87.0,0.5224,0,30,30,Terlalu Lembab
7128,2011-10-29,Winter,2011,Oct,14,0,Saturday,Light_rainsnow,0.24,0.197,87.0,0.4478,0,29,29,Terlalu Lembab
7129,2011-10-29,Winter,2011,Oct,15,0,Saturday,Light_rainsnow,0.22,0.2121,93.0,0.2537,3,38,41,Terlalu Lembab
7130,2011-10-29,Winter,2011,Oct,16,0,Saturday,Light_rainsnow,0.22,0.197,93.0,0.3284,3,19,22,Terlalu Lembab
7131,2011-10-29,Winter,2011,Oct,17,0,Saturday,Light_rainsnow,0.22,0.197,93.0,0.3284,3,28,31,Terlalu Lembab
7132,2011-10-29,Winter,2011,Oct,18,0,Saturday,Light_rainsnow,0.22,0.197,93.0,0.3284,6,37,43,Terlalu Lembab
7133,2011-10-29,Winter,2011,Oct,19,0,Saturday,Clear,0.24,0.2121,87.0,0.3582,3,36,39,Terlalu Lembab
7134,2011-10-29,Winter,2011,Oct,20,0,Saturday,Clear,0.24,0.2121,87.0,0.3582,7,40,47,Terlalu Lembab
7135,2011-10-29,Winter,2011,Oct,21,0,Saturday,Clear,0.24,0.2121,87.0,0.3582,1,49,50,Terlalu Lembab
7136,2011-10-29,Winter,2011,Oct,22,0,Saturday,Clear,0.22,0.2121,87.0,0.2239,10,44,54,Terlalu Lembab
7137,2011-10-29,Winter,2011,Oct,23,0,Saturday,Clear,0.22,0.2273,87.0,0.194,3,33,36,Terlalu Lembab
7138,2011-10-30,Winter,2011,Oct,0,0,Sunday,Clear,0.22,0.2121,87.0,0.2239,7,47,54,Terlalu Lembab
7139,2011-10-30,Winter,2011,Oct,1,0,Sunday,Clear,0.22,0.2121,87.0,0.2537,9,34,43,Terlalu Lembab
7140,2011-10-30,Winter,2011,Oct,2,0,Sunday,Clear,0.22,0.2121,87.0,0.2836,7,43,50,Terlalu Lembab
7141,2011-10-30,Winter,2011,Oct,3,0,Sunday,Clear,0.24,0.2121,75.0,0.3582,7,26,33,Terlalu Lembab
7142,2011-10-30,Winter,2011,Oct,4,0,Sunday,Clear,0.22,0.197,80.0,0.3284,1,10,11,Terlalu Lembab
7143,2011-10-30,Winter,2011,Oct,5,0,Sunday,Clear,0.24,0.2121,75.0,0.2985,0,4,4,Terlalu Lembab
7144,2011-10-30,Winter,2011,Oct,6,0,Sunday,Clear,0.24,0.2273,75.0,0.2537,2,8,10,Terlalu Lembab
7145,2011-10-30,Winter,2011,Oct,7,0,Sunday,Clear,0.24,0.2879,75.0,0.0,7,15,22,Terlalu Lembab
7146,2011-10-30,Winter,2011,Oct,8,0,Sunday,Clear,0.26,0.2576,70.0,0.2239,20,60,80,Terlalu Lembab
7147,2011-10-30,Winter,2011,Oct,9,0,Sunday,Clear,0.3,0.2879,65.0,0.2537,55,92,147,Terlalu Lembab
7148,2011-10-30,Winter,2011,Oct,10,0,Sunday,Clear,0.32,0.3333,61.0,0.0896,53,125,178,Ideal
7149,2011-10-30,Winter,2011,Oct,11,0,Sunday,Clear,0.36,0.3485,53.0,0.2239,58,182,240,Ideal
7150,2011-10-30,Winter,2011,Oct,12,0,Sunday,Clear,0.38,0.3939,50.0,0.194,85,229,314,Ideal
7151,2011-10-30,Winter,2011,Oct,13,0,Sunday,Clear,0.4,0.4091,43.0,0.2239,113,232,345,Terlalu kering
7152,2011-10-30,Winter,2011,Oct,14,0,Sunday,Clear,0.42,0.4242,38.0,0.194,91,209,300,Terlalu kering
7153,2011-10-30,Winter,2011,Oct,15,0,Sunday,Clear,0.42,0.4242,35.0,0.1642,88,202,290,Terlalu kering
7154,2011-10-30,Winter,2011,Oct,16,0,Sunday,Clear,0.42,0.4242,32.0,0.1343,107,213,320,Terlalu kering
7155,2011-10-30,Winter,2011,Oct,17,0,Sunday,Clear,0.4,0.4091,35.0,0.1045,54,191,245,Terlalu kering
7156,2011-10-30,Winter,2011,Oct,18,0,Sunday,Clear,0.36,0.3485,40.0,0.1343,51,162,213,Terlalu kering
7157,2011-10-30,Winter,2011,Oct,19,0,Sunday,Clear,0.56,0.5303,49.0,0.2985,28,125,153,Ideal
7158,2011-10-30,Winter,2011,Oct,20,0,Sunday,Clear,0.34,0.3636,56.99999999999999,0.0,18,74,92,Ideal
7159,2011-10-30,Winter,2011,Oct,21,0,Sunday,Clear,0.32,0.3485,66.0,0.0,4,75,79,Terlalu Lembab
7160,2011-10-30,Winter,2011,Oct,22,0,Sunday,Clear,0.3,0.3333,75.0,0.0,13,58,71,Terlalu Lembab
7161,2011-10-30,Winter,2011,Oct,23,0,Sunday,Clear,0.26,0.303,87.0,0.0,7,30,37,Terlalu Lembab
7162,2011-10-31,Winter,2011,Oct,0,0,Monday,Clear,0.26,0.303,87.0,0.0,3,20,23,Terlalu Lembab
7163,2011-10-31,Winter,2011,Oct,1,0,Monday,Clear,0.26,0.303,81.0,0.0,5,8,13,Terlalu Lembab
